,,Mean_Reversion_5Day_Sector_Neutral_Smoothed
2014-10-30 00:00:00+00:00,Equity(231 [IBM]),1.680173294106838
2014-10-30 00:00:00+00:00,Equity(238 [INTC]),-0.8141045858043442
2014-10-30 00:00:00+00:00,Equity(251 [JNJ]),0.12124961916234912
2014-10-30 00:00:00+00:00,Equity(253 [JPM]),0.2944633608228479
2014-10-30 00:00:00+00:00,Equity(261 [KMI]),-0.9526755791327431
2014-10-30 00:00:00+00:00,Equity(263 [KO]),1.2991030624537407
2014-10-30 00:00:00+00:00,Equity(264 [KORS]),-1.2644603141216408
2014-10-30 00:00:00+00:00,Equity(268 [L]),-1.5762450491105386
2014-10-30 00:00:00+00:00,Equity(279 [LOW]),-1.0219610757969426
2014-10-30 00:00:00+00:00,Equity(284 [LYB]),0.46767710248334665
2014-10-30 00:00:00+00:00,Equity(291 [MAT]),-1.1605320691253416
2014-10-30 00:00:00+00:00,Equity(292 [MCD]),0.6062480958117457
2014-10-30 00:00:00+00:00,Equity(297 [MDT]),0.6408908441438455
2014-10-30 00:00:00+00:00,Equity(298 [MET]),-0.5369625991475462
2014-10-30 00:00:00+00:00,Equity(305 [MO]),-0.46767710248334665
2014-10-30 00:00:00+00:00,Equity(306 [MON]),-1.0566038241290423
2014-10-30 00:00:00+00:00,Equity(308 [MPC]),-1.6455305457747382
2014-10-30 00:00:00+00:00,Equity(309 [MRK]),0.9873183274648429
2014-10-30 00:00:00+00:00,Equity(312 [MSFT]),-0.7101763408080449
2014-10-30 00:00:00+00:00,Equity(316 [MU]),-1.36838855911794
2014-10-30 00:00:00+00:00,Equity(323 [NFLX]),-0.8833900824685437
2014-10-30 00:00:00+00:00,Equity(326 [NKE]),-0.6062480958117457
2014-10-30 00:00:00+00:00,Equity(329 [NOV]),0.22517786415864838
2014-10-30 00:00:00+00:00,Equity(339 [O]),0.017321374166049876
2014-10-30 00:00:00+00:00,Equity(342 [ORCL]),1.3337458107858404
2014-10-30 00:00:00+00:00,Equity(344 [OXY]),1.5069595524463393
2014-10-30 00:00:00+00:00,Equity(351 [PEP]),-0.017321374166049876
2014-10-30 00:00:00+00:00,Equity(352 [PFE]),0.7448190891401446
2014-10-30 00:00:00+00:00,Equity(361 [PM]),0.4330343541512469
2014-10-30 00:00:00+00:00,Equity(370 [PSX]),-0.9180328308006434
2014-10-30 00:00:00+00:00,Equity(374 [PXD]),0.5369625991475462
2014-10-30 00:00:00+00:00,Equity(376 [QCOM]),0.3983916058191471
2014-10-30 00:00:00+00:00,Equity(381 [REGN]),-0.5716053474796459
2014-10-30 00:00:00+00:00,Equity(395 [SBUX]),-0.4330343541512469
2014-10-30 00:00:00+00:00,Equity(402 [SLB]),0.9526755791327431
2014-10-30 00:00:00+00:00,Equity(422 [T]),0.8141045858043442
2014-10-30 00:00:00+00:00,Equity(426 [TGT]),0.5716053474796459
2014-10-30 00:00:00+00:00,Equity(428 [TJX]),0.32910610915494765
2014-10-30 00:00:00+00:00,Equity(437 [TWX]),-0.19053511582654864
2014-10-30 00:00:00+00:00,Equity(438 [TXN]),-1.1258893207932419
2014-10-30 00:00:00+00:00,Equity(441 [UAL]),-1.2298175657895412
2014-10-30 00:00:00+00:00,Equity(445 [UNH]),1.1605320691253416
2014-10-30 00:00:00+00:00,Equity(447 [UNP]),-1.0912465724611422
2014-10-30 00:00:00+00:00,Equity(448 [UPS]),1.2644603141216408
2014-10-30 00:00:00+00:00,Equity(450 [USB]),-0.6408908441438455
2014-10-30 00:00:00+00:00,Equity(451 [UTX]),0.8833900824685437
2014-10-30 00:00:00+00:00,Equity(452 [V]),1.0912465724611422
2014-10-30 00:00:00+00:00,Equity(456 [VLO]),-1.2991030624537407
2014-10-30 00:00:00+00:00,Equity(465 [WBA]),-1.1951748174574415
2014-10-30 00:00:00+00:00,Equity(468 [WFC]),-0.2944633608228479
2014-10-30 00:00:00+00:00,Equity(472 [WMB]),0.19053511582654864
2014-10-30 00:00:00+00:00,Equity(473 [WMT]),0.15589236749444887
2014-10-30 00:00:00+00:00,Equity(478 [WYNN]),0.8487473341364439
2014-10-30 00:00:00+00:00,Equity(483 [XOM]),-0.22517786415864838
2014-10-31 00:00:00+00:00,Equity(0 [A]),1.6455305457747382
2014-10-31 00:00:00+00:00,Equity(1 [AAL]),-1.541602300778439
2014-10-31 00:00:00+00:00,Equity(3 [AAPL]),-0.7448190891401446
2014-10-31 00:00:00+00:00,Equity(4 [ABBV]),-0.8487473341364439
2014-10-31 00:00:00+00:00,Equity(19 [AGN]),0.8833900824685437
2014-10-31 00:00:00+00:00,Equity(20 [AIG]),1.5069595524463393
2014-10-31 00:00:00+00:00,Equity(31 [AMAT]),-0.5023198508154464
2014-10-31 00:00:00+00:00,Equity(35 [AMGN]),-1.4723168041142394
2014-10-31 00:00:00+00:00,Equity(38 [AMZN]),1.40303130745004
2014-10-31 00:00:00+00:00,Equity(44 [APA]),0.05196412249814963
2014-10-31 00:00:00+00:00,Equity(45 [APC]),1.4723168041142394
2014-10-31 00:00:00+00:00,Equity(55 [AXP]),0.2944633608228479
2014-10-31 00:00:00+00:00,Equity(58 [BA]),1.541602300778439
2014-10-31 00:00:00+00:00,Equity(59 [BAC]),1.1951748174574415
2014-10-31 00:00:00+00:00,Equity(66 [BIIB]),1.680173294106838
2014-10-31 00:00:00+00:00,Equity(70 [BMY]),-1.0219610757969426
2014-10-31 00:00:00+00:00,Equity(74 [C]),0.8141045858043442
2014-10-31 00:00:00+00:00,Equity(78 [CAT]),-0.08660687083024937
2014-10-31 00:00:00+00:00,Equity(82 [CBS]),1.0912465724611422
2014-10-31 00:00:00+00:00,Equity(85 [CELG]),-1.680173294106838
2014-10-31 00:00:00+00:00,Equity(98 [CMCSA]),-0.6408908441438455
2014-10-31 00:00:00+00:00,Equity(100 [CMG]),-1.1951748174574415
2014-10-31 00:00:00+00:00,Equity(109 [COP]),-0.2944633608228479
2014-10-31 00:00:00+00:00,Equity(113 [CRM]),-1.6108877974426383
2014-10-31 00:00:00+00:00,Equity(114 [CSCO]),0.3637488574870474
2014-10-31 00:00:00+00:00,Equity(121 [CVS]),1.1258893207932419
2014-10-31 00:00:00+00:00,Equity(122 [CVX]),-1.0912465724611422
2014-10-31 00:00:00+00:00,Equity(124 [D]),0.08660687083024937
2014-10-31 00:00:00+00:00,Equity(125 [DAL]),-1.1605320691253416
2014-10-31 00:00:00+00:00,Equity(126 [DE]),1.5762450491105386
2014-10-31 00:00:00+00:00,Equity(132 [DIS]),-0.6755335924759451
2014-10-31 00:00:00+00:00,Equity(147 [EBAY]),0.19053511582654864
2014-10-31 00:00:00+00:00,Equity(155 [EOG]),1.4376740557821397
2014-10-31 00:00:00+00:00,Equity(160 [ESRX]),1.3337458107858404
2014-10-31 00:00:00+00:00,Equity(173 [FB]),0.9873183274648429
2014-10-31 00:00:00+00:00,Equity(175 [FCX]),1.2298175657895412
2014-10-31 00:00:00+00:00,Equity(176 [FDX]),-0.2598206124907481
2014-10-31 00:00:00+00:00,Equity(188 [FOXA]),
2014-10-31 00:00:00+00:00,Equity(192 [GE]),1.6108877974426383
2014-10-31 00:00:00+00:00,Equity(194 [GILD]),-1.4376740557821397
2014-10-31 00:00:00+00:00,Equity(198 [GOOG]),
2014-10-31 00:00:00+00:00,Equity(199 [GOOGL]),0.3983916058191471
2014-10-31 00:00:00+00:00,Equity(204 [GS]),-0.32910610915494765
2014-10-31 00:00:00+00:00,Equity(207 [HAL]),1.36838855911794
2014-10-31 00:00:00+00:00,Equity(214 [HD]),-0.9180328308006434
2014-10-31 00:00:00+00:00,Equity(220 [HON]),0.7794618374722444
2014-10-31 00:00:00+00:00,Equity(231 [IBM]),1.2644603141216408
2014-10-31 00:00:00+00:00,Equity(238 [INTC]),-0.3983916058191471
2014-10-31 00:00:00+00:00,Equity(251 [JNJ]),-0.46767710248334665
2014-10-31 00:00:00+00:00,Equity(253 [JPM]),0.6062480958117457
2014-10-31 00:00:00+00:00,Equity(261 [KMI]),-0.7101763408080449
2014-10-31 00:00:00+00:00,Equity(263 [KO]),0.9526755791327431
2014-10-31 00:00:00+00:00,Equity(264 [KORS]),-1.3337458107858404
2014-10-31 00:00:00+00:00,Equity(268 [L]),-1.5069595524463393
2014-10-31 00:00:00+00:00,Equity(279 [LOW]),-0.8141045858043442
2014-10-31 00:00:00+00:00,Equity(284 [LYB]),0.5023198508154464
2014-10-31 00:00:00+00:00,Equity(291 [MAT]),-1.0566038241290423
2014-10-31 00:00:00+00:00,Equity(292 [MCD]),0.15589236749444887
2014-10-31 00:00:00+00:00,Equity(297 [MDT]),1.0566038241290423
2014-10-31 00:00:00+00:00,Equity(298 [MET]),-0.8833900824685437
2014-10-31 00:00:00+00:00,Equity(305 [MO]),-0.22517786415864838
2014-10-31 00:00:00+00:00,Equity(306 [MON]),-1.5762450491105386
2014-10-31 00:00:00+00:00,Equity(308 [MPC]),-1.7148160424389376
2014-10-31 00:00:00+00:00,Equity(309 [MRK]),1.1605320691253416
2014-10-31 00:00:00+00:00,Equity(312 [MSFT]),-0.6062480958117457
2014-10-31 00:00:00+00:00,Equity(316 [MU]),-1.40303130745004
2014-10-31 00:00:00+00:00,Equity(323 [NFLX]),-0.15589236749444887
2014-10-31 00:00:00+00:00,Equity(326 [NKE]),-0.5369625991475462
2014-10-31 00:00:00+00:00,Equity(329 [NOV]),0.7448190891401446
2014-10-31 00:00:00+00:00,Equity(339 [O]),0.017321374166049876
2014-10-31 00:00:00+00:00,Equity(342 [ORCL]),1.2991030624537407
2014-10-31 00:00:00+00:00,Equity(344 [OXY]),1.7148160424389376
2014-10-31 00:00:00+00:00,Equity(351 [PEP]),-0.12124961916234912
2014-10-31 00:00:00+00:00,Equity(352 [PFE]),0.4330343541512469
2014-10-31 00:00:00+00:00,Equity(361 [PM]),0.46767710248334665
2014-10-31 00:00:00+00:00,Equity(370 [PSX]),-0.9526755791327431
2014-10-31 00:00:00+00:00,Equity(374 [PXD]),-0.19053511582654864
2014-10-31 00:00:00+00:00,Equity(376 [QCOM]),0.2598206124907481
2014-10-31 00:00:00+00:00,Equity(381 [REGN]),0.32910610915494765
2014-10-31 00:00:00+00:00,Equity(395 [SBUX]),-0.7794618374722444
2014-10-31 00:00:00+00:00,Equity(402 [SLB]),0.9180328308006434
2014-10-31 00:00:00+00:00,Equity(422 [T]),0.8487473341364439
2014-10-31 00:00:00+00:00,Equity(426 [TGT]),1.0219610757969426
2014-10-31 00:00:00+00:00,Equity(428 [TJX]),0.12124961916234912
2014-10-31 00:00:00+00:00,Equity(437 [TWX]),-0.017321374166049876
2014-10-31 00:00:00+00:00,Equity(438 [TXN]),-1.1258893207932419
2014-10-31 00:00:00+00:00,Equity(441 [UAL]),-1.36838855911794
2014-10-31 00:00:00+00:00,Equity(445 [UNH]),0.7101763408080449
2014-10-31 00:00:00+00:00,Equity(447 [UNP]),-0.9873183274648429
2014-10-31 00:00:00+00:00,Equity(448 [UPS]),0.6755335924759451
2014-10-31 00:00:00+00:00,Equity(450 [USB]),-0.4330343541512469
2014-10-31 00:00:00+00:00,Equity(451 [UTX]),0.22517786415864838
2014-10-31 00:00:00+00:00,Equity(452 [V]),0.6408908441438455
2014-10-31 00:00:00+00:00,Equity(456 [VLO]),-1.2644603141216408
2014-10-31 00:00:00+00:00,Equity(465 [WBA]),-1.2991030624537407
2014-10-31 00:00:00+00:00,Equity(468 [WFC]),-0.05196412249814963
2014-10-31 00:00:00+00:00,Equity(472 [WMB]),-0.5716053474796459
2014-10-31 00:00:00+00:00,Equity(473 [WMT]),0.5369625991475462
2014-10-31 00:00:00+00:00,Equity(478 [WYNN]),0.5716053474796459
2014-10-31 00:00:00+00:00,Equity(483 [XOM]),-0.3637488574870474
2014-11-03 00:00:00+00:00,Equity(0 [A]),1.5046865562810952
2014-11-03 00:00:00+00:00,Equity(1 [AAL]),-1.5046865562810952
2014-11-03 00:00:00+00:00,Equity(3 [AAPL]),-0.6998542122237652
2014-11-03 00:00:00+00:00,Equity(4 [ABBV]),-0.9098104758908947
2014-11-03 00:00:00+00:00,Equity(19 [AGN]),1.1197667395580242
2014-11-03 00:00:00+00:00,Equity(20 [AIG]),1.5396792668922834
2014-11-03 00:00:00+00:00,Equity(31 [AMAT]),-0.8398250546685182
2014-11-03 00:00:00+00:00,Equity(35 [AMGN]),-1.5746719775034717
2014-11-03 00:00:00+00:00,Equity(38 [AMZN]),0.7348469228349535
2014-11-03 00:00:00+00:00,Equity(44 [APA]),-0.1749635530559413
2014-11-03 00:00:00+00:00,Equity(45 [APC]),1.2947302926139654
2014-11-03 00:00:00+00:00,Equity(55 [AXP]),0.3149343955006943
2014-11-03 00:00:00+00:00,Equity(58 [BA]),1.0497813183356477
2014-11-03 00:00:00+00:00,Equity(59 [BAC]),1.3647157138363422
2014-11-03 00:00:00+00:00,Equity(66 [BIIB]),1.6796501093370364
2014-11-03 00:00:00+00:00,Equity(70 [BMY]),-1.3997084244475304
2014-11-03 00:00:00+00:00,Equity(74 [C]),0.8748177652797064
2014-11-03 00:00:00+00:00,Equity(78 [CAT]),-0.3149343955006943
2014-11-03 00:00:00+00:00,Equity(82 [CBS]),1.084774028946836
2014-11-03 00:00:00+00:00,Equity(85 [CELG]),-1.5396792668922834
2014-11-03 00:00:00+00:00,Equity(98 [CMCSA]),-0.5248906591678238
2014-11-03 00:00:00+00:00,Equity(100 [CMG]),-1.3647157138363422
2014-11-03 00:00:00+00:00,Equity(109 [COP]),-0.7348469228349535
2014-11-03 00:00:00+00:00,Equity(113 [CRM]),-1.6796501093370364
2014-11-03 00:00:00+00:00,Equity(114 [CSCO]),0.10497813183356478
2014-11-03 00:00:00+00:00,Equity(121 [CVS]),1.224744871391589
2014-11-03 00:00:00+00:00,Equity(122 [CVX]),-1.0497813183356477
2014-11-03 00:00:00+00:00,Equity(124 [D]),0.13997084244475302
2014-11-03 00:00:00+00:00,Equity(125 [DAL]),-0.6298687910013886
2014-11-03 00:00:00+00:00,Equity(126 [DE]),1.6446573987258482
2014-11-03 00:00:00+00:00,Equity(132 [DIS]),-0.7698396334461417
2014-11-03 00:00:00+00:00,Equity(147 [EBAY]),0.5248906591678238
2014-11-03 00:00:00+00:00,Equity(155 [EOG]),0.8398250546685182
2014-11-03 00:00:00+00:00,Equity(160 [ESRX]),0.80483234405733
2014-11-03 00:00:00+00:00,Equity(173 [FB]),1.469693845669907
2014-11-03 00:00:00+00:00,Equity(175 [FCX]),1.60966468811466
2014-11-03 00:00:00+00:00,Equity(176 [FDX]),0.1749635530559413
2014-11-03 00:00:00+00:00,Equity(188 [FOXA]),
2014-11-03 00:00:00+00:00,Equity(192 [GE]),1.5746719775034717
2014-11-03 00:00:00+00:00,Equity(194 [GILD]),-0.944803186502083
2014-11-03 00:00:00+00:00,Equity(198 [GOOG]),
2014-11-03 00:00:00+00:00,Equity(199 [GOOGL]),-0.27994168488950605
2014-11-03 00:00:00+00:00,Equity(204 [GS]),0.20995626366712955
2014-11-03 00:00:00+00:00,Equity(207 [HAL]),1.4347011350587187
2014-11-03 00:00:00+00:00,Equity(214 [HD]),-0.80483234405733
2014-11-03 00:00:00+00:00,Equity(220 [HON]),0.7698396334461417
2014-11-03 00:00:00+00:00,Equity(231 [IBM]),1.1547594501692124
2014-11-03 00:00:00+00:00,Equity(238 [INTC]),-0.06998542122237651
2014-11-03 00:00:00+00:00,Equity(251 [JNJ]),-1.0147886077244594
2014-11-03 00:00:00+00:00,Equity(253 [JPM]),0.9797958971132712
2014-11-03 00:00:00+00:00,Equity(261 [KMI]),-0.20995626366712955
2014-11-03 00:00:00+00:00,Equity(263 [KO]),0.3499271061118826
2014-11-03 00:00:00+00:00,Equity(264 [KORS]),-1.2597375820027772
2014-11-03 00:00:00+00:00,Equity(268 [L]),-1.1897521607804007
2014-11-03 00:00:00+00:00,Equity(279 [LOW]),-0.8748177652797064
2014-11-03 00:00:00+00:00,Equity(284 [LYB]),-0.10497813183356478
2014-11-03 00:00:00+00:00,Equity(291 [MAT]),-1.224744871391589
2014-11-03 00:00:00+00:00,Equity(292 [MCD]),-0.13997084244475302
2014-11-03 00:00:00+00:00,Equity(297 [MDT]),0.9098104758908947
2014-11-03 00:00:00+00:00,Equity(298 [MET]),-1.2947302926139654
2014-11-03 00:00:00+00:00,Equity(305 [MO]),-0.034992710611188256
2014-11-03 00:00:00+00:00,Equity(306 [MON]),-1.7146428199482247
2014-11-03 00:00:00+00:00,Equity(308 [MPC]),-1.6446573987258482
2014-11-03 00:00:00+00:00,Equity(309 [MRK]),1.3997084244475304
2014-11-03 00:00:00+00:00,Equity(312 [MSFT]),-0.45490523794544735
2014-11-03 00:00:00+00:00,Equity(316 [MU]),-1.4347011350587187
2014-11-03 00:00:00+00:00,Equity(323 [NFLX]),0.27994168488950605
2014-11-03 00:00:00+00:00,Equity(326 [NKE]),-0.38491981672307085
2014-11-03 00:00:00+00:00,Equity(329 [NOV]),1.1897521607804007
2014-11-03 00:00:00+00:00,Equity(339 [O]),0.0
2014-11-03 00:00:00+00:00,Equity(342 [ORCL]),1.3297230032251537
2014-11-03 00:00:00+00:00,Equity(344 [OXY]),1.7146428199482247
2014-11-03 00:00:00+00:00,Equity(351 [PEP]),-0.4199125273342591
2014-11-03 00:00:00+00:00,Equity(352 [PFE]),0.2449489742783178
2014-11-03 00:00:00+00:00,Equity(361 [PM]),0.4898979485566356
2014-11-03 00:00:00+00:00,Equity(370 [PSX]),-0.6648615016125768
2014-11-03 00:00:00+00:00,Equity(374 [PXD]),-1.084774028946836
2014-11-03 00:00:00+00:00,Equity(376 [QCOM]),-0.3499271061118826
2014-11-03 00:00:00+00:00,Equity(381 [REGN]),1.0147886077244594
2014-11-03 00:00:00+00:00,Equity(395 [SBUX]),-0.4898979485566356
2014-11-03 00:00:00+00:00,Equity(402 [SLB]),0.6298687910013886
2014-11-03 00:00:00+00:00,Equity(422 [T]),0.6648615016125768
2014-11-03 00:00:00+00:00,Equity(426 [TGT]),1.2597375820027772
2014-11-03 00:00:00+00:00,Equity(428 [TJX]),0.6998542122237652
2014-11-03 00:00:00+00:00,Equity(437 [TWX]),0.45490523794544735
2014-11-03 00:00:00+00:00,Equity(438 [TXN]),-1.1547594501692124
2014-11-03 00:00:00+00:00,Equity(441 [UAL]),-1.469693845669907
2014-11-03 00:00:00+00:00,Equity(445 [UNH]),0.5598833697790121
2014-11-03 00:00:00+00:00,Equity(447 [UNP]),-0.5598833697790121
2014-11-03 00:00:00+00:00,Equity(448 [UPS]),0.38491981672307085
2014-11-03 00:00:00+00:00,Equity(450 [USB]),-0.2449489742783178
2014-11-03 00:00:00+00:00,Equity(451 [UTX]),-0.5948760803902003
2014-11-03 00:00:00+00:00,Equity(452 [V]),0.034992710611188256
2014-11-03 00:00:00+00:00,Equity(456 [VLO]),-0.9797958971132712
2014-11-03 00:00:00+00:00,Equity(465 [WBA]),-1.3297230032251537
2014-11-03 00:00:00+00:00,Equity(468 [WFC]),0.5948760803902003
2014-11-03 00:00:00+00:00,Equity(472 [WMB]),-1.1197667395580242
2014-11-03 00:00:00+00:00,Equity(473 [WMT]),0.944803186502083
2014-11-03 00:00:00+00:00,Equity(478 [WYNN]),0.4199125273342591
2014-11-03 00:00:00+00:00,Equity(483 [XOM]),0.06998542122237651
2014-11-04 00:00:00+00:00,Equity(0 [A]),1.2947302926139654
2014-11-04 00:00:00+00:00,Equity(1 [AAL]),-1.5396792668922834
2014-11-04 00:00:00+00:00,Equity(3 [AAPL]),-0.8398250546685182
2014-11-04 00:00:00+00:00,Equity(4 [ABBV]),-0.7348469228349535
2014-11-04 00:00:00+00:00,Equity(19 [AGN]),1.0147886077244594
2014-11-04 00:00:00+00:00,Equity(20 [AIG]),1.5046865562810952
2014-11-04 00:00:00+00:00,Equity(31 [AMAT]),-1.3647157138363422
2014-11-04 00:00:00+00:00,Equity(35 [AMGN]),-1.60966468811466
2014-11-04 00:00:00+00:00,Equity(38 [AMZN]),-0.2449489742783178
2014-11-04 00:00:00+00:00,Equity(44 [APA]),-0.6648615016125768
2014-11-04 00:00:00+00:00,Equity(45 [APC]),1.224744871391589
2014-11-04 00:00:00+00:00,Equity(55 [AXP]),0.27994168488950605
2014-11-04 00:00:00+00:00,Equity(58 [BA]),0.6298687910013886
2014-11-04 00:00:00+00:00,Equity(59 [BAC]),1.3647157138363422
2014-11-04 00:00:00+00:00,Equity(66 [BIIB]),1.5746719775034717
2014-11-04 00:00:00+00:00,Equity(70 [BMY]),-1.5746719775034717
2014-11-04 00:00:00+00:00,Equity(74 [C]),0.9797958971132712
2014-11-04 00:00:00+00:00,Equity(78 [CAT]),0.5248906591678238
2014-11-04 00:00:00+00:00,Equity(82 [CBS]),0.944803186502083
2014-11-04 00:00:00+00:00,Equity(85 [CELG]),-1.2597375820027772
2014-11-04 00:00:00+00:00,Equity(98 [CMCSA]),-0.13997084244475302
2014-11-04 00:00:00+00:00,Equity(100 [CMG]),-0.80483234405733
2014-11-04 00:00:00+00:00,Equity(109 [COP]),-0.8748177652797064
2014-11-04 00:00:00+00:00,Equity(113 [CRM]),-1.7146428199482247
2014-11-04 00:00:00+00:00,Equity(114 [CSCO]),-0.4898979485566356
2014-11-04 00:00:00+00:00,Equity(121 [CVS]),1.3997084244475304
2014-11-04 00:00:00+00:00,Equity(122 [CVX]),-0.4199125273342591
2014-11-04 00:00:00+00:00,Equity(124 [D]),0.034992710611188256
2014-11-04 00:00:00+00:00,Equity(125 [DAL]),-0.27994168488950605
2014-11-04 00:00:00+00:00,Equity(126 [DE]),1.5396792668922834
2014-11-04 00:00:00+00:00,Equity(132 [DIS]),-1.1197667395580242
2014-11-04 00:00:00+00:00,Equity(147 [EBAY]),-0.06998542122237651
2014-11-04 00:00:00+00:00,Equity(155 [EOG]),-0.034992710611188256
2014-11-04 00:00:00+00:00,Equity(160 [ESRX]),0.06998542122237651
2014-11-04 00:00:00+00:00,Equity(173 [FB]),1.6796501093370364
2014-11-04 00:00:00+00:00,Equity(175 [FCX]),1.7146428199482247
2014-11-04 00:00:00+00:00,Equity(176 [FDX]),0.7348469228349535
2014-11-04 00:00:00+00:00,Equity(188 [FOXA]),
2014-11-04 00:00:00+00:00,Equity(192 [GE]),1.469693845669907
2014-11-04 00:00:00+00:00,Equity(194 [GILD]),0.20995626366712955
2014-11-04 00:00:00+00:00,Equity(198 [GOOG]),
2014-11-04 00:00:00+00:00,Equity(199 [GOOGL]),0.3149343955006943
2014-11-04 00:00:00+00:00,Equity(204 [GS]),0.6648615016125768
2014-11-04 00:00:00+00:00,Equity(207 [HAL]),1.1547594501692124
2014-11-04 00:00:00+00:00,Equity(214 [HD]),-0.20995626366712955
2014-11-04 00:00:00+00:00,Equity(220 [HON]),0.5948760803902003
2014-11-04 00:00:00+00:00,Equity(231 [IBM]),1.1897521607804007
2014-11-04 00:00:00+00:00,Equity(238 [INTC]),-0.10497813183356478
2014-11-04 00:00:00+00:00,Equity(251 [JNJ]),-0.944803186502083
2014-11-04 00:00:00+00:00,Equity(253 [JPM]),1.3297230032251537
2014-11-04 00:00:00+00:00,Equity(261 [KMI]),0.80483234405733
2014-11-04 00:00:00+00:00,Equity(263 [KO]),-0.6998542122237652
2014-11-04 00:00:00+00:00,Equity(264 [KORS]),-0.7698396334461417
2014-11-04 00:00:00+00:00,Equity(268 [L]),-0.9797958971132712
2014-11-04 00:00:00+00:00,Equity(279 [LOW]),-1.1547594501692124
2014-11-04 00:00:00+00:00,Equity(284 [LYB]),-1.0497813183356477
2014-11-04 00:00:00+00:00,Equity(291 [MAT]),-1.4347011350587187
2014-11-04 00:00:00+00:00,Equity(292 [MCD]),0.10497813183356478
2014-11-04 00:00:00+00:00,Equity(296 [MDLZ]),-0.6298687910013886
2014-11-04 00:00:00+00:00,Equity(297 [MDT]),0.7698396334461417
2014-11-04 00:00:00+00:00,Equity(298 [MET]),-1.224744871391589
2014-11-04 00:00:00+00:00,Equity(305 [MO]),-0.5948760803902003
2014-11-04 00:00:00+00:00,Equity(306 [MON]),-1.6796501093370364
2014-11-04 00:00:00+00:00,Equity(308 [MPC]),-1.6446573987258482
2014-11-04 00:00:00+00:00,Equity(309 [MRK]),1.084774028946836
2014-11-04 00:00:00+00:00,Equity(312 [MSFT]),-0.5248906591678238
2014-11-04 00:00:00+00:00,Equity(316 [MU]),-1.3997084244475304
2014-11-04 00:00:00+00:00,Equity(323 [NFLX]),0.6998542122237652
2014-11-04 00:00:00+00:00,Equity(326 [NKE]),-0.1749635530559413
2014-11-04 00:00:00+00:00,Equity(329 [NOV]),1.4347011350587187
2014-11-04 00:00:00+00:00,Equity(339 [O]),0.0
2014-11-04 00:00:00+00:00,Equity(342 [ORCL]),1.2597375820027772
2014-11-04 00:00:00+00:00,Equity(344 [OXY]),1.60966468811466
2014-11-04 00:00:00+00:00,Equity(351 [PEP]),-0.38491981672307085
2014-11-04 00:00:00+00:00,Equity(352 [PFE]),-0.3499271061118826
2014-11-04 00:00:00+00:00,Equity(361 [PM]),0.3499271061118826
2014-11-04 00:00:00+00:00,Equity(370 [PSX]),0.1749635530559413
2014-11-04 00:00:00+00:00,Equity(374 [PXD]),-1.5046865562810952
2014-11-04 00:00:00+00:00,Equity(376 [QCOM]),-0.9098104758908947
2014-11-04 00:00:00+00:00,Equity(381 [REGN]),1.6446573987258482
2014-11-04 00:00:00+00:00,Equity(395 [SBUX]),0.45490523794544735
2014-11-04 00:00:00+00:00,Equity(402 [SLB]),0.4199125273342591
2014-11-04 00:00:00+00:00,Equity(422 [T]),0.38491981672307085
2014-11-04 00:00:00+00:00,Equity(426 [TGT]),0.9098104758908947
2014-11-04 00:00:00+00:00,Equity(437 [TWX]),1.0497813183356477
2014-11-04 00:00:00+00:00,Equity(438 [TXN]),-1.3297230032251537
2014-11-04 00:00:00+00:00,Equity(441 [UAL]),-1.469693845669907
2014-11-04 00:00:00+00:00,Equity(445 [UNH]),0.2449489742783178
2014-11-04 00:00:00+00:00,Equity(447 [UNP]),0.4898979485566356
2014-11-04 00:00:00+00:00,Equity(448 [UPS]),-0.5598833697790121
2014-11-04 00:00:00+00:00,Equity(450 [USB]),0.13997084244475302
2014-11-04 00:00:00+00:00,Equity(451 [UTX]),-0.45490523794544735
2014-11-04 00:00:00+00:00,Equity(452 [V]),-1.084774028946836
2014-11-04 00:00:00+00:00,Equity(456 [VLO]),-1.0147886077244594
2014-11-04 00:00:00+00:00,Equity(465 [WBA]),-1.1897521607804007
2014-11-04 00:00:00+00:00,Equity(468 [WFC]),0.8398250546685182
2014-11-04 00:00:00+00:00,Equity(472 [WMB]),-1.2947302926139654
2014-11-04 00:00:00+00:00,Equity(473 [WMT]),1.1197667395580242
2014-11-04 00:00:00+00:00,Equity(478 [WYNN]),-0.3149343955006943
2014-11-04 00:00:00+00:00,Equity(483 [XOM]),0.5598833697790121
2014-11-05 00:00:00+00:00,Equity(0 [A]),0.6998542122237652
2014-11-05 00:00:00+00:00,Equity(1 [AAL]),-1.5746719775034717
2014-11-05 00:00:00+00:00,Equity(3 [AAPL]),-0.6648615016125768
2014-11-05 00:00:00+00:00,Equity(4 [ABBV]),-0.4898979485566356
2014-11-05 00:00:00+00:00,Equity(19 [AGN]),0.6298687910013886
2014-11-05 00:00:00+00:00,Equity(20 [AIG]),1.4347011350587187
2014-11-05 00:00:00+00:00,Equity(31 [AMAT]),-1.3997084244475304
2014-11-05 00:00:00+00:00,Equity(35 [AMGN]),-1.3647157138363422
2014-11-05 00:00:00+00:00,Equity(38 [AMZN]),-1.2597375820027772
2014-11-05 00:00:00+00:00,Equity(44 [APA]),-0.1749635530559413
2014-11-05 00:00:00+00:00,Equity(45 [APC]),0.80483234405733
2014-11-05 00:00:00+00:00,Equity(55 [AXP]),0.38491981672307085
